Epoch: 1 | Iteration number: [10/393] 2% | Training loss: 1.0519344329833984
Epoch: 1 | Iteration number: [20/393] 5% | Training loss: 0.9946383088827133
Epoch: 1 | Iteration number: [30/393] 7% | Training loss: 0.9714068293571472
Epoch: 1 | Iteration number: [40/393] 10% | Training loss: 0.9564869552850723
Epoch: 1 | Iteration number: [50/393] 12% | Training loss: 0.9440420293807983
Epoch: 1 | Iteration number: [60/393] 15% | Training loss: 0.9338538040717442
Epoch: 1 | Iteration number: [70/393] 17% | Training loss: 0.9248896130493709
Epoch: 1 | Iteration number: [80/393] 20% | Training loss: 0.9170789040625096
Epoch: 1 | Iteration number: [90/393] 22% | Training loss: 0.9104547593328688
Epoch: 1 | Iteration number: [100/393] 25% | Training loss: 0.9047264844179154
Epoch: 1 | Iteration number: [110/393] 27% | Training loss: 0.8999368131160737
Epoch: 1 | Iteration number: [120/393] 30% | Training loss: 0.89564019292593
Epoch: 1 | Iteration number: [130/393] 33% | Training loss: 0.8919433359916393
Epoch: 1 | Iteration number: [140/393] 35% | Training loss: 0.8889320139374052
Epoch: 1 | Iteration number: [150/393] 38% | Training loss: 0.8859736307462056
Epoch: 1 | Iteration number: [160/393] 40% | Training loss: 0.8832217387855053
Epoch: 1 | Iteration number: [170/393] 43% | Training loss: 0.8809021420338574
Epoch: 1 | Iteration number: [180/393] 45% | Training loss: 0.878634320696195
Epoch: 1 | Iteration number: [190/393] 48% | Training loss: 0.8765024069108461
Epoch: 1 | Iteration number: [200/393] 50% | Training loss: 0.8744658985733986
Epoch: 1 | Iteration number: [210/393] 53% | Training loss: 0.8725824671132224
Epoch: 1 | Iteration number: [220/393] 55% | Training loss: 0.8708420710130171
Epoch: 1 | Iteration number: [230/393] 58% | Training loss: 0.8691798461520154
Epoch: 1 | Iteration number: [240/393] 61% | Training loss: 0.8676562957465649
Epoch: 1 | Iteration number: [250/393] 63% | Training loss: 0.8661296701431275
Epoch: 1 | Iteration number: [260/393] 66% | Training loss: 0.8646911820540062
Epoch: 1 | Iteration number: [270/393] 68% | Training loss: 0.8633177843358781
Epoch: 1 | Iteration number: [280/393] 71% | Training loss: 0.8619408933179719
Epoch: 1 | Iteration number: [290/393] 73% | Training loss: 0.8605693552000769
Epoch: 1 | Iteration number: [300/393] 76% | Training loss: 0.8592011086146036
Epoch: 1 | Iteration number: [310/393] 78% | Training loss: 0.8580231872297103
Epoch: 1 | Iteration number: [320/393] 81% | Training loss: 0.8568435190245509
Epoch: 1 | Iteration number: [330/393] 83% | Training loss: 0.8557027984749187
Epoch: 1 | Iteration number: [340/393] 86% | Training loss: 0.8546061365043416
Epoch: 1 | Iteration number: [350/393] 89% | Training loss: 0.8535178063596998
Epoch: 1 | Iteration number: [360/393] 91% | Training loss: 0.8524122955070601
Epoch: 1 | Iteration number: [370/393] 94% | Training loss: 0.8513850980513805
Epoch: 1 | Iteration number: [380/393] 96% | Training loss: 0.850358226738478
Epoch: 1 | Iteration number: [390/393] 99% | Training loss: 0.8493535949633672

 End of epoch: 1 | Train Loss: 0.8469762328926843 | Training Time: 70 

 End of epoch: 1 | Eval Loss: 0.809404443721382 | Evaluating Time: 18 
Epoch: 2 | Iteration number: [10/393] 2% | Training loss: 0.892307311296463
Epoch: 2 | Iteration number: [20/393] 5% | Training loss: 0.850909760594368
Epoch: 2 | Iteration number: [30/393] 7% | Training loss: 0.8362642149130504
Epoch: 2 | Iteration number: [40/393] 10% | Training loss: 0.8290404424071312
Epoch: 2 | Iteration number: [50/393] 12% | Training loss: 0.8240762889385224
Epoch: 2 | Iteration number: [60/393] 15% | Training loss: 0.8207580099503199
Epoch: 2 | Iteration number: [70/393] 17% | Training loss: 0.818114480801991
Epoch: 2 | Iteration number: [80/393] 20% | Training loss: 0.8158091768622399
Epoch: 2 | Iteration number: [90/393] 22% | Training loss: 0.8141455160246955
Epoch: 2 | Iteration number: [100/393] 25% | Training loss: 0.8126667386293411
Epoch: 2 | Iteration number: [110/393] 27% | Training loss: 0.8113047020001845
Epoch: 2 | Iteration number: [120/393] 30% | Training loss: 0.810147832830747
Epoch: 2 | Iteration number: [130/393] 33% | Training loss: 0.8089838032539074
Epoch: 2 | Iteration number: [140/393] 35% | Training loss: 0.8079955424581255
Epoch: 2 | Iteration number: [150/393] 38% | Training loss: 0.8070441512266795
Epoch: 2 | Iteration number: [160/393] 40% | Training loss: 0.8061750259250402
Epoch: 2 | Iteration number: [170/393] 43% | Training loss: 0.8054451146546532
Epoch: 2 | Iteration number: [180/393] 45% | Training loss: 0.8046274254719417
Epoch: 2 | Iteration number: [190/393] 48% | Training loss: 0.8037468144768163
Epoch: 2 | Iteration number: [200/393] 50% | Training loss: 0.8030052345991134
Epoch: 2 | Iteration number: [210/393] 53% | Training loss: 0.802269123565583
Epoch: 2 | Iteration number: [220/393] 55% | Training loss: 0.8015782017599452
Epoch: 2 | Iteration number: [230/393] 58% | Training loss: 0.8009307814681011
Epoch: 2 | Iteration number: [240/393] 61% | Training loss: 0.8003212280571461
Epoch: 2 | Iteration number: [250/393] 63% | Training loss: 0.7996766803264618
Epoch: 2 | Iteration number: [260/393] 66% | Training loss: 0.7989896547335845
Epoch: 2 | Iteration number: [270/393] 68% | Training loss: 0.7983931826220618
Epoch: 2 | Iteration number: [280/393] 71% | Training loss: 0.7977811789938382
Epoch: 2 | Iteration number: [290/393] 73% | Training loss: 0.797154768582048
Epoch: 2 | Iteration number: [300/393] 76% | Training loss: 0.7965450624624888
Epoch: 2 | Iteration number: [310/393] 78% | Training loss: 0.7959332527652864
Epoch: 2 | Iteration number: [320/393] 81% | Training loss: 0.7954188754782081
Epoch: 2 | Iteration number: [330/393] 83% | Training loss: 0.7948935436479974
Epoch: 2 | Iteration number: [340/393] 86% | Training loss: 0.7942955141558367
Epoch: 2 | Iteration number: [350/393] 89% | Training loss: 0.7937441498892648
Epoch: 2 | Iteration number: [360/393] 91% | Training loss: 0.7932109594345093
Epoch: 2 | Iteration number: [370/393] 94% | Training loss: 0.7927050455196484
Epoch: 2 | Iteration number: [380/393] 96% | Training loss: 0.7922428584412524
Epoch: 2 | Iteration number: [390/393] 99% | Training loss: 0.7917229901521634

 End of epoch: 2 | Train Loss: 0.7895908815260152 | Training Time: 67 

 End of epoch: 2 | Eval Loss: 0.773376601082938 | Evaluating Time: 17 
Epoch: 3 | Iteration number: [10/393] 2% | Training loss: 0.8479364812374115
Epoch: 3 | Iteration number: [20/393] 5% | Training loss: 0.808938005566597
Epoch: 3 | Iteration number: [30/393] 7% | Training loss: 0.7960866570472718
Epoch: 3 | Iteration number: [40/393] 10% | Training loss: 0.7888411790132522
Epoch: 3 | Iteration number: [50/393] 12% | Training loss: 0.7848136377334595
Epoch: 3 | Iteration number: [60/393] 15% | Training loss: 0.7819175849358241
Epoch: 3 | Iteration number: [70/393] 17% | Training loss: 0.7798413157463073
Epoch: 3 | Iteration number: [80/393] 20% | Training loss: 0.7780048027634621
Epoch: 3 | Iteration number: [90/393] 22% | Training loss: 0.7763696743382348
Epoch: 3 | Iteration number: [100/393] 25% | Training loss: 0.7751460111141205
Epoch: 3 | Iteration number: [110/393] 27% | Training loss: 0.7740632403980602
Epoch: 3 | Iteration number: [120/393] 30% | Training loss: 0.7730328013499578
Epoch: 3 | Iteration number: [130/393] 33% | Training loss: 0.772124522465926
Epoch: 3 | Iteration number: [140/393] 35% | Training loss: 0.7713500039918082
Epoch: 3 | Iteration number: [150/393] 38% | Training loss: 0.7706645683447519
Epoch: 3 | Iteration number: [160/393] 40% | Training loss: 0.7699442069977522
Epoch: 3 | Iteration number: [170/393] 43% | Training loss: 0.769268811450285
Epoch: 3 | Iteration number: [180/393] 45% | Training loss: 0.76869542102019
Epoch: 3 | Iteration number: [190/393] 48% | Training loss: 0.7681388246385674
Epoch: 3 | Iteration number: [200/393] 50% | Training loss: 0.7676707279682159
Epoch: 3 | Iteration number: [210/393] 53% | Training loss: 0.7671565887473878
Epoch: 3 | Iteration number: [220/393] 55% | Training loss: 0.766673386909745
Epoch: 3 | Iteration number: [230/393] 58% | Training loss: 0.7662314427935559
Epoch: 3 | Iteration number: [240/393] 61% | Training loss: 0.7657776204248269
Epoch: 3 | Iteration number: [250/393] 63% | Training loss: 0.7652747128009796
