Epoch: 1 | Iteration number: [10/4518] 0% | Training loss: 0.7592614471912384
Epoch: 1 | Iteration number: [20/4518] 0% | Training loss: 0.7254761010408401
Epoch: 1 | Iteration number: [30/4518] 0% | Training loss: 0.7140505194664002
Epoch: 1 | Iteration number: [40/4518] 0% | Training loss: 0.7081917628645897
Epoch: 1 | Iteration number: [50/4518] 1% | Training loss: 0.7047734606266022
Epoch: 1 | Iteration number: [60/4518] 1% | Training loss: 0.7025192836920421
Epoch: 1 | Iteration number: [70/4518] 1% | Training loss: 0.7007916688919067
Epoch: 1 | Iteration number: [80/4518] 1% | Training loss: 0.6995636068284512
Epoch: 1 | Iteration number: [90/4518] 1% | Training loss: 0.6986716250578563
Epoch: 1 | Iteration number: [100/4518] 2% | Training loss: 0.6979225927591324
Epoch: 1 | Iteration number: [110/4518] 2% | Training loss: 0.6973351483995264
Epoch: 1 | Iteration number: [120/4518] 2% | Training loss: 0.6968352794647217
Epoch: 1 | Iteration number: [130/4518] 2% | Training loss: 0.696495397732808
Epoch: 1 | Iteration number: [140/4518] 3% | Training loss: 0.6961949931723731
Epoch: 1 | Iteration number: [150/4518] 3% | Training loss: 0.6958954310417176
Epoch: 1 | Iteration number: [160/4518] 3% | Training loss: 0.6956376124173402
Epoch: 1 | Iteration number: [170/4518] 3% | Training loss: 0.6953796947703642
Epoch: 1 | Iteration number: [180/4518] 3% | Training loss: 0.6951243218448427
Epoch: 1 | Iteration number: [190/4518] 4% | Training loss: 0.6949022371517984
Epoch: 1 | Iteration number: [200/4518] 4% | Training loss: 0.6946942242980003
Epoch: 1 | Iteration number: [210/4518] 4% | Training loss: 0.6945033888022105
Epoch: 1 | Iteration number: [220/4518] 4% | Training loss: 0.6943315741690722
Epoch: 1 | Iteration number: [230/4518] 5% | Training loss: 0.6942183598228123
Epoch: 1 | Iteration number: [240/4518] 5% | Training loss: 0.6940665846069654
Epoch: 1 | Iteration number: [250/4518] 5% | Training loss: 0.6939497373104095
Epoch: 1 | Iteration number: [260/4518] 5% | Training loss: 0.6938110009982036
Epoch: 1 | Iteration number: [270/4518] 5% | Training loss: 0.6936620941868534
Epoch: 1 | Iteration number: [280/4518] 6% | Training loss: 0.6935616244162832
Epoch: 1 | Iteration number: [290/4518] 6% | Training loss: 0.6934655984927868
Epoch: 1 | Iteration number: [300/4518] 6% | Training loss: 0.6933384066820145
Epoch: 1 | Iteration number: [310/4518] 6% | Training loss: 0.6932749190638142
Epoch: 1 | Iteration number: [320/4518] 7% | Training loss: 0.6931941132992506
Epoch: 1 | Iteration number: [330/4518] 7% | Training loss: 0.693103784864599
Epoch: 1 | Iteration number: [340/4518] 7% | Training loss: 0.6930331370409797
Epoch: 1 | Iteration number: [350/4518] 7% | Training loss: 0.6929538939680372
Epoch: 1 | Iteration number: [360/4518] 7% | Training loss: 0.692874227795336
Epoch: 1 | Iteration number: [370/4518] 8% | Training loss: 0.6928025596850628
Epoch: 1 | Iteration number: [380/4518] 8% | Training loss: 0.6927344896291432
Epoch: 1 | Iteration number: [390/4518] 8% | Training loss: 0.6926841216209607
Epoch: 1 | Iteration number: [400/4518] 8% | Training loss: 0.6926256397366524
Epoch: 1 | Iteration number: [410/4518] 9% | Training loss: 0.6925477654468722
Epoch: 1 | Iteration number: [420/4518] 9% | Training loss: 0.6924944033225378
Epoch: 1 | Iteration number: [430/4518] 9% | Training loss: 0.6924214638942896
Epoch: 1 | Iteration number: [440/4518] 9% | Training loss: 0.6923688315532425
Epoch: 1 | Iteration number: [450/4518] 9% | Training loss: 0.6923351011011336
Epoch: 1 | Iteration number: [460/4518] 10% | Training loss: 0.6923059525697127
Epoch: 1 | Iteration number: [470/4518] 10% | Training loss: 0.6922543748896173
Epoch: 1 | Iteration number: [480/4518] 10% | Training loss: 0.6922010247906049
Epoch: 1 | Iteration number: [490/4518] 10% | Training loss: 0.6921757779559311
Epoch: 1 | Iteration number: [500/4518] 11% | Training loss: 0.6921295280456543
Epoch: 1 | Iteration number: [510/4518] 11% | Training loss: 0.6921007152865915
Epoch: 1 | Iteration number: [520/4518] 11% | Training loss: 0.6920709871328794
Epoch: 1 | Iteration number: [530/4518] 11% | Training loss: 0.692033717654786
Epoch: 1 | Iteration number: [540/4518] 11% | Training loss: 0.69200739717042
Epoch: 1 | Iteration number: [550/4518] 12% | Training loss: 0.6919862049276179
Epoch: 1 | Iteration number: [560/4518] 12% | Training loss: 0.6919461565358298
Epoch: 1 | Iteration number: [570/4518] 12% | Training loss: 0.6919123624500475
Epoch: 1 | Iteration number: [580/4518] 12% | Training loss: 0.6918919002187663
Epoch: 1 | Iteration number: [590/4518] 13% | Training loss: 0.6918741977820962
Epoch: 1 | Iteration number: [600/4518] 13% | Training loss: 0.6918357994159062
Epoch: 1 | Iteration number: [610/4518] 13% | Training loss: 0.691814521003942
Epoch: 1 | Iteration number: [620/4518] 13% | Training loss: 0.6917792768247666
Epoch: 1 | Iteration number: [630/4518] 13% | Training loss: 0.6917371934368497
Epoch: 1 | Iteration number: [640/4518] 14% | Training loss: 0.6917099348269403
Epoch: 1 | Iteration number: [650/4518] 14% | Training loss: 0.6916888050849621
Epoch: 1 | Iteration number: [660/4518] 14% | Training loss: 0.6916677156181047
Epoch: 1 | Iteration number: [670/4518] 14% | Training loss: 0.6916376610300434
Epoch: 1 | Iteration number: [680/4518] 15% | Training loss: 0.6916117582251043
Epoch: 1 | Iteration number: [690/4518] 15% | Training loss: 0.6915941465592039
Epoch: 1 | Iteration number: [700/4518] 15% | Training loss: 0.6915683501958847
Epoch: 1 | Iteration number: [710/4518] 15% | Training loss: 0.691544583481802
Epoch: 1 | Iteration number: [720/4518] 15% | Training loss: 0.6914929577873813
Epoch: 1 | Iteration number: [730/4518] 16% | Training loss: 0.6914770978770844
Epoch: 1 | Iteration number: [740/4518] 16% | Training loss: 0.6914640903472901
Epoch: 1 | Iteration number: [750/4518] 16% | Training loss: 0.6914554346402486
Epoch: 1 | Iteration number: [760/4518] 16% | Training loss: 0.6914343699028618
Epoch: 1 | Iteration number: [770/4518] 17% | Training loss: 0.6914116260293243
Epoch: 1 | Iteration number: [780/4518] 17% | Training loss: 0.6913890498570907
Epoch: 1 | Iteration number: [790/4518] 17% | Training loss: 0.6913741897178601
Epoch: 1 | Iteration number: [800/4518] 17% | Training loss: 0.6913562399148941
Epoch: 1 | Iteration number: [810/4518] 17% | Training loss: 0.6913244513081915
Epoch: 1 | Iteration number: [820/4518] 18% | Training loss: 0.6913034156328295
Epoch: 1 | Iteration number: [830/4518] 18% | Training loss: 0.6912982374788766
Epoch: 1 | Iteration number: [840/4518] 18% | Training loss: 0.6912758554021518
Epoch: 1 | Iteration number: [850/4518] 18% | Training loss: 0.6912586444265703
Epoch: 1 | Iteration number: [860/4518] 19% | Training loss: 0.6912527457919232
Epoch: 1 | Iteration number: [870/4518] 19% | Training loss: 0.6912266055742899
Epoch: 1 | Iteration number: [880/4518] 19% | Training loss: 0.6912181940268386
Epoch: 1 | Iteration number: [890/4518] 19% | Training loss: 0.6912138411168302
Epoch: 1 | Iteration number: [900/4518] 19% | Training loss: 0.6911994387706121
Epoch: 1 | Iteration number: [910/4518] 20% | Training loss: 0.6911743379556216
Epoch: 1 | Iteration number: [920/4518] 20% | Training loss: 0.6911534830927849
Epoch: 1 | Iteration number: [930/4518] 20% | Training loss: 0.6911342349744612
Epoch: 1 | Iteration number: [940/4518] 20% | Training loss: 0.6911158547122428
Epoch: 1 | Iteration number: [950/4518] 21% | Training loss: 0.6910921547287389
Epoch: 1 | Iteration number: [960/4518] 21% | Training loss: 0.6910810565575958
Epoch: 1 | Iteration number: [970/4518] 21% | Training loss: 0.6910576698706322
Epoch: 1 | Iteration number: [980/4518] 21% | Training loss: 0.6910485281019795
Epoch: 1 | Iteration number: [990/4518] 21% | Training loss: 0.691033008544132
Epoch: 1 | Iteration number: [1000/4518] 22% | Training loss: 0.6910223801136017
Epoch: 1 | Iteration number: [1010/4518] 22% | Training loss: 0.6910161763724714
Epoch: 1 | Iteration number: [1020/4518] 22% | Training loss: 0.6910026847147475
Epoch: 1 | Iteration number: [1030/4518] 22% | Training loss: 0.6909899875376988
Epoch: 1 | Iteration number: [1040/4518] 23% | Training loss: 0.6909763497801927
Epoch: 1 | Iteration number: [1050/4518] 23% | Training loss: 0.6909705510025933
Epoch: 1 | Iteration number: [1060/4518] 23% | Training loss: 0.6909487948102772
Epoch: 1 | Iteration number: [1070/4518] 23% | Training loss: 0.6909298072351473
Epoch: 1 | Iteration number: [1080/4518] 23% | Training loss: 0.69091354476081
Epoch: 1 | Iteration number: [1090/4518] 24% | Training loss: 0.6909032118976663
Epoch: 1 | Iteration number: [1100/4518] 24% | Training loss: 0.6908810049837286
Epoch: 1 | Iteration number: [1110/4518] 24% | Training loss: 0.6908715947254284
Epoch: 1 | Iteration number: [1120/4518] 24% | Training loss: 0.6908589799489294
Epoch: 1 | Iteration number: [1130/4518] 25% | Training loss: 0.6908474294485244
Epoch: 1 | Iteration number: [1140/4518] 25% | Training loss: 0.6908401610558493
Epoch: 1 | Iteration number: [1150/4518] 25% | Training loss: 0.6908313407068667
Epoch: 1 | Iteration number: [1160/4518] 25% | Training loss: 0.6908280666532187
Epoch: 1 | Iteration number: [1170/4518] 25% | Training loss: 0.6908160374714778
Epoch: 1 | Iteration number: [1180/4518] 26% | Training loss: 0.6908072246838424
Epoch: 1 | Iteration number: [1190/4518] 26% | Training loss: 0.6907915870682532
Epoch: 1 | Iteration number: [1200/4518] 26% | Training loss: 0.6907824244598547
Epoch: 1 | Iteration number: [1210/4518] 26% | Training loss: 0.6907680578468259
Epoch: 1 | Iteration number: [1220/4518] 27% | Training loss: 0.6907620245804552
Epoch: 1 | Iteration number: [1230/4518] 27% | Training loss: 0.6907481263808118
Epoch: 1 | Iteration number: [1240/4518] 27% | Training loss: 0.6907312016813986
Epoch: 1 | Iteration number: [1250/4518] 27% | Training loss: 0.690722928237915
Epoch: 1 | Iteration number: [1260/4518] 27% | Training loss: 0.6907132269844176
Epoch: 1 | Iteration number: [1270/4518] 28% | Training loss: 0.6907043881303682
Epoch: 1 | Iteration number: [1280/4518] 28% | Training loss: 0.6906919895671308
Epoch: 1 | Iteration number: [1290/4518] 28% | Training loss: 0.690686174695806
Epoch: 1 | Iteration number: [1300/4518] 28% | Training loss: 0.6906754767894745
Epoch: 1 | Iteration number: [1310/4518] 28% | Training loss: 0.690667520907089
Epoch: 1 | Iteration number: [1320/4518] 29% | Training loss: 0.6906470952160431
Epoch: 1 | Iteration number: [1330/4518] 29% | Training loss: 0.6906401524866433
Epoch: 1 | Iteration number: [1340/4518] 29% | Training loss: 0.6906280130592745
Epoch: 1 | Iteration number: [1350/4518] 29% | Training loss: 0.6906243534441348
Epoch: 1 | Iteration number: [1360/4518] 30% | Training loss: 0.6906069436055773
Epoch: 1 | Iteration number: [1370/4518] 30% | Training loss: 0.6905983661648131
Epoch: 1 | Iteration number: [1380/4518] 30% | Training loss: 0.6905840682810631
Epoch: 1 | Iteration number: [1390/4518] 30% | Training loss: 0.6905696246263792
Epoch: 1 | Iteration number: [1400/4518] 30% | Training loss: 0.6905642895613398
Epoch: 1 | Iteration number: [1410/4518] 31% | Training loss: 0.6905600431540334
Epoch: 1 | Iteration number: [1420/4518] 31% | Training loss: 0.6905490013075547
Epoch: 1 | Iteration number: [1430/4518] 31% | Training loss: 0.6905345710424277
Epoch: 1 | Iteration number: [1440/4518] 31% | Training loss: 0.6905361582421594
Epoch: 1 | Iteration number: [1450/4518] 32% | Training loss: 0.6905290373851513
Epoch: 1 | Iteration number: [1460/4518] 32% | Training loss: 0.6905205206511772
Epoch: 1 | Iteration number: [1470/4518] 32% | Training loss: 0.6905123963647959
Epoch: 1 | Iteration number: [1480/4518] 32% | Training loss: 0.6905075796955341
Epoch: 1 | Iteration number: [1490/4518] 32% | Training loss: 0.6905065243276174
Epoch: 1 | Iteration number: [1500/4518] 33% | Training loss: 0.6905000249147415
Epoch: 1 | Iteration number: [1510/4518] 33% | Training loss: 0.6904906920249888
Epoch: 1 | Iteration number: [1520/4518] 33% | Training loss: 0.6904900360656412
Epoch: 1 | Iteration number: [1530/4518] 33% | Training loss: 0.6904859647252202
Epoch: 1 | Iteration number: [1540/4518] 34% | Training loss: 0.690481059272568
Epoch: 1 | Iteration number: [1550/4518] 34% | Training loss: 0.6904736300437682
Epoch: 1 | Iteration number: [1560/4518] 34% | Training loss: 0.69046550626174
Epoch: 1 | Iteration number: [1570/4518] 34% | Training loss: 0.6904585899061458
Epoch: 1 | Iteration number: [1580/4518] 34% | Training loss: 0.6904498210058937
Epoch: 1 | Iteration number: [1590/4518] 35% | Training loss: 0.6904386427417492
Epoch: 1 | Iteration number: [1600/4518] 35% | Training loss: 0.690428587384522
Epoch: 1 | Iteration number: [1610/4518] 35% | Training loss: 0.6904184812714594
Epoch: 1 | Iteration number: [1620/4518] 35% | Training loss: 0.690405191315545
Epoch: 1 | Iteration number: [1630/4518] 36% | Training loss: 0.6903973039673881
Epoch: 1 | Iteration number: [1640/4518] 36% | Training loss: 0.6903943688404269
