Epoch: 1 | Iteration number: [10/50] 20% | Training loss: 1.0436232686042786
Epoch: 1 | Iteration number: [20/50] 40% | Training loss: 0.9841987758874893
Epoch: 1 | Iteration number: [30/50] 60% | Training loss: 0.9580298721790313
Epoch: 1 | Iteration number: [40/50] 80% | Training loss: 0.941152186691761

 End of epoch: 1 | Train Loss: 0.9113407182693481 | Training Time: 13 

 End of epoch: 1 | Eval Loss: 0.8765000445502145 | Evaluating Time: 6 
Epoch: 2 | Iteration number: [10/50] 20% | Training loss: 0.9583901822566986
Epoch: 2 | Iteration number: [20/50] 40% | Training loss: 0.91246857047081
Epoch: 2 | Iteration number: [30/50] 60% | Training loss: 0.8956583241621653
Epoch: 2 | Iteration number: [40/50] 80% | Training loss: 0.8865404933691025

 End of epoch: 2 | Train Loss: 0.8635797739028931 | Training Time: 12 

 End of epoch: 2 | Eval Loss: 0.8641792365482875 | Evaluating Time: 6 
Epoch: 3 | Iteration number: [10/50] 20% | Training loss: 0.9413368880748749
Epoch: 3 | Iteration number: [20/50] 40% | Training loss: 0.8969769418239594
Epoch: 3 | Iteration number: [30/50] 60% | Training loss: 0.8819147050380707
Epoch: 3 | Iteration number: [40/50] 80% | Training loss: 0.8745906546711921

 End of epoch: 3 | Train Loss: 0.8525488364696503 | Training Time: 12 

 End of epoch: 3 | Eval Loss: 0.855672299861908 | Evaluating Time: 6 
Epoch: 4 | Iteration number: [10/50] 20% | Training loss: 0.9325006663799286
Epoch: 4 | Iteration number: [20/50] 40% | Training loss: 0.8891979813575744
Epoch: 4 | Iteration number: [30/50] 60% | Training loss: 0.8739873667558035
Epoch: 4 | Iteration number: [40/50] 80% | Training loss: 0.8658856838941574

 End of epoch: 4 | Train Loss: 0.8440378093719483 | Training Time: 12 

 End of epoch: 4 | Eval Loss: 0.8434060301099505 | Evaluating Time: 6 
Epoch: 5 | Iteration number: [10/50] 20% | Training loss: 0.9236247658729553
Epoch: 5 | Iteration number: [20/50] 40% | Training loss: 0.8812048554420471
Epoch: 5 | Iteration number: [30/50] 60% | Training loss: 0.8661123315493265
Epoch: 5 | Iteration number: [40/50] 80% | Training loss: 0.8582649260759354

 End of epoch: 5 | Train Loss: 0.836494470834732 | Training Time: 12 

 End of epoch: 5 | Eval Loss: 0.8349408677646092 | Evaluating Time: 6 
Epoch: 6 | Iteration number: [10/50] 20% | Training loss: 0.9145032107830048
Epoch: 6 | Iteration number: [20/50] 40% | Training loss: 0.8722796231508255
Epoch: 6 | Iteration number: [30/50] 60% | Training loss: 0.857778787612915
Epoch: 6 | Iteration number: [40/50] 80% | Training loss: 0.850125378370285

 End of epoch: 6 | Train Loss: 0.8287270152568817 | Training Time: 12 

 End of epoch: 6 | Eval Loss: 0.8312284180096218 | Evaluating Time: 6 
Epoch: 7 | Iteration number: [10/50] 20% | Training loss: 0.9069481372833252
Epoch: 7 | Iteration number: [20/50] 40% | Training loss: 0.8648492336273194
Epoch: 7 | Iteration number: [30/50] 60% | Training loss: 0.8505683938662211
Epoch: 7 | Iteration number: [40/50] 80% | Training loss: 0.8431991904973983

 End of epoch: 7 | Train Loss: 0.8223010456562042 | Training Time: 12 

 End of epoch: 7 | Eval Loss: 0.8218683089528765 | Evaluating Time: 6 
Epoch: 8 | Iteration number: [10/50] 20% | Training loss: 0.9001741468906402
Epoch: 8 | Iteration number: [20/50] 40% | Training loss: 0.8586034923791885
Epoch: 8 | Iteration number: [30/50] 60% | Training loss: 0.8439951082070668
Epoch: 8 | Iteration number: [40/50] 80% | Training loss: 0.8364563018083573

 End of epoch: 8 | Train Loss: 0.815704561471939 | Training Time: 12 

 End of epoch: 8 | Eval Loss: 0.8232528737613133 | Evaluating Time: 5 
Epoch: 9 | Iteration number: [10/50] 20% | Training loss: 0.8940443694591522
Epoch: 9 | Iteration number: [20/50] 40% | Training loss: 0.8529394626617431
Epoch: 9 | Iteration number: [30/50] 60% | Training loss: 0.8386331876118978
Epoch: 9 | Iteration number: [40/50] 80% | Training loss: 0.8313429862260818

 End of epoch: 9 | Train Loss: 0.8105959606170654 | Training Time: 12 

 End of epoch: 9 | Eval Loss: 0.8125395859990802 | Evaluating Time: 5 
Epoch: 10 | Iteration number: [10/50] 20% | Training loss: 0.88752121925354
Epoch: 10 | Iteration number: [20/50] 40% | Training loss: 0.846209117770195
Epoch: 10 | Iteration number: [30/50] 60% | Training loss: 0.831874277194341
Epoch: 10 | Iteration number: [40/50] 80% | Training loss: 0.824669885635376

 End of epoch: 10 | Train Loss: 0.8040703964233399 | Training Time: 12 

 End of epoch: 10 | Eval Loss: 0.804691059248788 | Evaluating Time: 6 
Epoch: 11 | Iteration number: [10/50] 20% | Training loss: 0.8805050015449524
Epoch: 11 | Iteration number: [20/50] 40% | Training loss: 0.8399101585149765
Epoch: 11 | Iteration number: [30/50] 60% | Training loss: 0.8259166856606801
Epoch: 11 | Iteration number: [40/50] 80% | Training loss: 0.8187209233641625

 End of epoch: 11 | Train Loss: 0.7983718752861023 | Training Time: 13 

 End of epoch: 11 | Eval Loss: 0.7964604837553841 | Evaluating Time: 6 
Epoch: 12 | Iteration number: [10/50] 20% | Training loss: 0.8739975392818451
Epoch: 12 | Iteration number: [20/50] 40% | Training loss: 0.8338093250989914
Epoch: 12 | Iteration number: [30/50] 60% | Training loss: 0.8199433704217275
Epoch: 12 | Iteration number: [40/50] 80% | Training loss: 0.8129421085119247

 End of epoch: 12 | Train Loss: 0.7926736760139466 | Training Time: 13 

 End of epoch: 12 | Eval Loss: 0.7962567806243896 | Evaluating Time: 5 
Epoch: 13 | Iteration number: [10/50] 20% | Training loss: 0.8680395901203155
Epoch: 13 | Iteration number: [20/50] 40% | Training loss: 0.8280859768390656
Epoch: 13 | Iteration number: [30/50] 60% | Training loss: 0.8144555469353993
Epoch: 13 | Iteration number: [40/50] 80% | Training loss: 0.8074234023690223

 End of epoch: 13 | Train Loss: 0.7874756586551667 | Training Time: 12 

 End of epoch: 13 | Eval Loss: 0.7902874946594238 | Evaluating Time: 6 
Epoch: 14 | Iteration number: [10/50] 20% | Training loss: 0.8646919786930084
Epoch: 14 | Iteration number: [20/50] 40% | Training loss: 0.8243556767702103
Epoch: 14 | Iteration number: [30/50] 60% | Training loss: 0.8104025383790334
Epoch: 14 | Iteration number: [40/50] 80% | Training loss: 0.8031956106424332

 End of epoch: 14 | Train Loss: 0.7830203533172607 | Training Time: 13 

 End of epoch: 14 | Eval Loss: 0.7837089896202087 | Evaluating Time: 6 
Epoch: 15 | Iteration number: [10/50] 20% | Training loss: 0.8579992771148681
Epoch: 15 | Iteration number: [20/50] 40% | Training loss: 0.8181949496269226
Epoch: 15 | Iteration number: [30/50] 60% | Training loss: 0.8047791182994842
Epoch: 15 | Iteration number: [40/50] 80% | Training loss: 0.7977431952953339

 End of epoch: 15 | Train Loss: 0.7779081726074218 | Training Time: 12 

 End of epoch: 15 | Eval Loss: 0.7762091500418526 | Evaluating Time: 6 
Epoch: 16 | Iteration number: [10/50] 20% | Training loss: 0.8529765546321869
Epoch: 16 | Iteration number: [20/50] 40% | Training loss: 0.8133278548717499
Epoch: 16 | Iteration number: [30/50] 60% | Training loss: 0.7998654007911682
Epoch: 16 | Iteration number: [40/50] 80% | Training loss: 0.7930899322032928

 End of epoch: 16 | Train Loss: 0.7735369956493378 | Training Time: 12 

 End of epoch: 16 | Eval Loss: 0.7746069261005947 | Evaluating Time: 5 
Epoch: 17 | Iteration number: [10/50] 20% | Training loss: 0.848064535856247
Epoch: 17 | Iteration number: [20/50] 40% | Training loss: 0.8089994668960572
Epoch: 17 | Iteration number: [30/50] 60% | Training loss: 0.7955480575561523
Epoch: 17 | Iteration number: [40/50] 80% | Training loss: 0.7886945396661759

 End of epoch: 17 | Train Loss: 0.7691563963890076 | Training Time: 13 

 End of epoch: 17 | Eval Loss: 0.7682541268212455 | Evaluating Time: 6 
Epoch: 18 | Iteration number: [10/50] 20% | Training loss: 0.8433078348636627
Epoch: 18 | Iteration number: [20/50] 40% | Training loss: 0.8046980530023575
Epoch: 18 | Iteration number: [30/50] 60% | Training loss: 0.791353702545166
Epoch: 18 | Iteration number: [40/50] 80% | Training loss: 0.7845427379012108

 End of epoch: 18 | Train Loss: 0.7653797030448913 | Training Time: 13 

 End of epoch: 18 | Eval Loss: 0.7661614077431815 | Evaluating Time: 6 
Epoch: 19 | Iteration number: [10/50] 20% | Training loss: 0.8392849862575531
Epoch: 19 | Iteration number: [20/50] 40% | Training loss: 0.8007831931114197
Epoch: 19 | Iteration number: [30/50] 60% | Training loss: 0.7876318653424581
Epoch: 19 | Iteration number: [40/50] 80% | Training loss: 0.780744032561779

 End of epoch: 19 | Train Loss: 0.761492280960083 | Training Time: 12 

 End of epoch: 19 | Eval Loss: 0.763303416115897 | Evaluating Time: 5 
Epoch: 20 | Iteration number: [10/50] 20% | Training loss: 0.8361702501773834
Epoch: 20 | Iteration number: [20/50] 40% | Training loss: 0.7978975594043731
Epoch: 20 | Iteration number: [30/50] 60% | Training loss: 0.7844680766264598
Epoch: 20 | Iteration number: [40/50] 80% | Training loss: 0.7775603890419006

 End of epoch: 20 | Train Loss: 0.7583183538913727 | Training Time: 12 

 End of epoch: 20 | Eval Loss: 0.7580669862883431 | Evaluating Time: 6 
Epoch: 21 | Iteration number: [10/50] 20% | Training loss: 0.8313898503780365
Epoch: 21 | Iteration number: [20/50] 40% | Training loss: 0.7934800267219544
Epoch: 21 | Iteration number: [30/50] 60% | Training loss: 0.7803496201833089
Epoch: 21 | Iteration number: [40/50] 80% | Training loss: 0.7736187875270844

 End of epoch: 21 | Train Loss: 0.7545598363876342 | Training Time: 13 

 End of epoch: 21 | Eval Loss: 0.7546911835670471 | Evaluating Time: 6 
Epoch: 22 | Iteration number: [10/50] 20% | Training loss: 0.8270981252193451
Epoch: 22 | Iteration number: [20/50] 40% | Training loss: 0.7896347522735596
Epoch: 22 | Iteration number: [30/50] 60% | Training loss: 0.7767590880393982
Epoch: 22 | Iteration number: [40/50] 80% | Training loss: 0.7702279523015022

 End of epoch: 22 | Train Loss: 0.7511960327625274 | Training Time: 12 

 End of epoch: 22 | Eval Loss: 0.7519975985799517 | Evaluating Time: 6 
Epoch: 23 | Iteration number: [10/50] 20% | Training loss: 0.8237533509731293
Epoch: 23 | Iteration number: [20/50] 40% | Training loss: 0.7859934568405151
Epoch: 23 | Iteration number: [30/50] 60% | Training loss: 0.7732866843541463
Epoch: 23 | Iteration number: [40/50] 80% | Training loss: 0.7668077155947686

 End of epoch: 23 | Train Loss: 0.7479526436328888 | Training Time: 13 

 End of epoch: 23 | Eval Loss: 0.746184936591557 | Evaluating Time: 6 
Epoch: 24 | Iteration number: [10/50] 20% | Training loss: 0.8209205090999603
Epoch: 24 | Iteration number: [20/50] 40% | Training loss: 0.7834650874137878
Epoch: 24 | Iteration number: [30/50] 60% | Training loss: 0.7706918875376384
Epoch: 24 | Iteration number: [40/50] 80% | Training loss: 0.7641629800200462

 End of epoch: 24 | Train Loss: 0.7453805494308472 | Training Time: 12 

 End of epoch: 24 | Eval Loss: 0.7451447163309369 | Evaluating Time: 6 
Epoch: 25 | Iteration number: [10/50] 20% | Training loss: 0.8172805607318878
Epoch: 25 | Iteration number: [20/50] 40% | Training loss: 0.7800731420516968
Epoch: 25 | Iteration number: [30/50] 60% | Training loss: 0.7675397872924805
Epoch: 25 | Iteration number: [40/50] 80% | Training loss: 0.7609901115298271

 End of epoch: 25 | Train Loss: 0.7421037530899048 | Training Time: 12 

 End of epoch: 25 | Eval Loss: 0.7396108508110046 | Evaluating Time: 6 
Epoch: 26 | Iteration number: [10/50] 20% | Training loss: 0.8142172515392303
Epoch: 26 | Iteration number: [20/50] 40% | Training loss: 0.776922732591629
Epoch: 26 | Iteration number: [30/50] 60% | Training loss: 0.7643640677134196
Epoch: 26 | Iteration number: [40/50] 80% | Training loss: 0.7579051837325096

 End of epoch: 26 | Train Loss: 0.7395560848712921 | Training Time: 12 

 End of epoch: 26 | Eval Loss: 0.7402231352669852 | Evaluating Time: 5 
Epoch: 27 | Iteration number: [10/50] 20% | Training loss: 0.812291020154953
Epoch: 27 | Iteration number: [20/50] 40% | Training loss: 0.775108453631401
Epoch: 27 | Iteration number: [30/50] 60% | Training loss: 0.7624065577983856
Epoch: 27 | Iteration number: [40/50] 80% | Training loss: 0.7559741869568825

 End of epoch: 27 | Train Loss: 0.7371991860866547 | Training Time: 13 

 End of epoch: 27 | Eval Loss: 0.7399049060685294 | Evaluating Time: 6 
Epoch: 28 | Iteration number: [10/50] 20% | Training loss: 0.8097294867038727
Epoch: 28 | Iteration number: [20/50] 40% | Training loss: 0.772585991024971
Epoch: 28 | Iteration number: [30/50] 60% | Training loss: 0.7598029891649882
