Epoch: 1 | Iteration number: [10/50] 20% | Training loss: 1.071795892715454
Epoch: 1 | Iteration number: [20/50] 40% | Training loss: 1.01110897064209
Epoch: 1 | Iteration number: [30/50] 60% | Training loss: 0.9841447134812673
Epoch: 1 | Iteration number: [40/50] 80% | Training loss: 0.9670514822006225

 End of epoch: 1 | Train Loss: 0.9368202471733094 | Training Time: 12 

 End of epoch: 1 | Eval Loss: 0.9007215074130467 | Evaluating Time: 6 
Epoch: 2 | Iteration number: [10/50] 20% | Training loss: 0.9902799785137176
Epoch: 2 | Iteration number: [20/50] 40% | Training loss: 0.9425049662590027
Epoch: 2 | Iteration number: [30/50] 60% | Training loss: 0.925537763039271
Epoch: 2 | Iteration number: [40/50] 80% | Training loss: 0.9163300484418869

 End of epoch: 2 | Train Loss: 0.8924754452705383 | Training Time: 12 

 End of epoch: 2 | Eval Loss: 0.8820097616740635 | Evaluating Time: 6 
Epoch: 3 | Iteration number: [10/50] 20% | Training loss: 0.9725219190120697
Epoch: 3 | Iteration number: [20/50] 40% | Training loss: 0.9273877024650574
Epoch: 3 | Iteration number: [30/50] 60% | Training loss: 0.9114910185337066
Epoch: 3 | Iteration number: [40/50] 80% | Training loss: 0.9029980793595314

 End of epoch: 3 | Train Loss: 0.8803007340431214 | Training Time: 12 

 End of epoch: 3 | Eval Loss: 0.8743910874639239 | Evaluating Time: 5 
Epoch: 4 | Iteration number: [10/50] 20% | Training loss: 0.9613900482654572
Epoch: 4 | Iteration number: [20/50] 40% | Training loss: 0.9169451117515564
Epoch: 4 | Iteration number: [30/50] 60% | Training loss: 0.9017441888650258
Epoch: 4 | Iteration number: [40/50] 80% | Training loss: 0.8936016798019409

 End of epoch: 4 | Train Loss: 0.8714348614215851 | Training Time: 12 

 End of epoch: 4 | Eval Loss: 0.8779981221471514 | Evaluating Time: 5 
Epoch: 5 | Iteration number: [10/50] 20% | Training loss: 0.953316730260849
Epoch: 5 | Iteration number: [20/50] 40% | Training loss: 0.9093930840492248
Epoch: 5 | Iteration number: [30/50] 60% | Training loss: 0.8939294517040253
Epoch: 5 | Iteration number: [40/50] 80% | Training loss: 0.8856587305665016

 End of epoch: 5 | Train Loss: 0.8634012818336487 | Training Time: 11 

