Epoch: 1 | Iteration number: [10/50] 20% | Training loss: 1.0488255262374877
Epoch: 1 | Iteration number: [20/50] 40% | Training loss: 0.9918012142181396
Epoch: 1 | Iteration number: [30/50] 60% | Training loss: 0.9688899060090382
Epoch: 1 | Iteration number: [40/50] 80% | Training loss: 0.9543495193123818

 End of epoch: 1 | Train Loss: 0.9257328331470489 | Training Time: 11 

 End of epoch: 1 | Eval Loss: 0.8950250915118626 | Evaluating Time: 6 
Epoch: 2 | Iteration number: [10/50] 20% | Training loss: 0.981773966550827
Epoch: 2 | Iteration number: [20/50] 40% | Training loss: 0.9335670709609986
Epoch: 2 | Iteration number: [30/50] 60% | Training loss: 0.9159654378890991
Epoch: 2 | Iteration number: [40/50] 80% | Training loss: 0.9064131259918213

 End of epoch: 2 | Train Loss: 0.8826203846931457 | Training Time: 12 

 End of epoch: 2 | Eval Loss: 0.8784854071480888 | Evaluating Time: 6 
Epoch: 3 | Iteration number: [10/50] 20% | Training loss: 0.9591004252433777
Epoch: 3 | Iteration number: [20/50] 40% | Training loss: 0.9138032168149948
Epoch: 3 | Iteration number: [30/50] 60% | Training loss: 0.8980145573616027
Epoch: 3 | Iteration number: [40/50] 80% | Training loss: 0.8898465901613235

 End of epoch: 3 | Train Loss: 0.8674579071998596 | Training Time: 12 

 End of epoch: 3 | Eval Loss: 0.8813501255852836 | Evaluating Time: 6 
Epoch: 4 | Iteration number: [10/50] 20% | Training loss: 0.9494422078132629
Epoch: 4 | Iteration number: [20/50] 40% | Training loss: 0.904940801858902
Epoch: 4 | Iteration number: [30/50] 60% | Training loss: 0.8896078487237294
Epoch: 4 | Iteration number: [40/50] 80% | Training loss: 0.8816429316997528

 End of epoch: 4 | Train Loss: 0.8595095765590668 | Training Time: 12 

 End of epoch: 4 | Eval Loss: 0.8594011749540057 | Evaluating Time: 5 
Epoch: 5 | Iteration number: [10/50] 20% | Training loss: 0.9404958784580231
Epoch: 5 | Iteration number: [20/50] 40% | Training loss: 0.8970549046993256
Epoch: 5 | Iteration number: [30/50] 60% | Training loss: 0.8819019317626953
Epoch: 5 | Iteration number: [40/50] 80% | Training loss: 0.8741442784667015

 End of epoch: 5 | Train Loss: 0.8524044799804688 | Training Time: 12 

 End of epoch: 5 | Eval Loss: 0.8523466161319188 | Evaluating Time: 5 
Epoch: 6 | Iteration number: [10/50] 20% | Training loss: 0.9327757179737091
Epoch: 6 | Iteration number: [20/50] 40% | Training loss: 0.8897623240947723
Epoch: 6 | Iteration number: [30/50] 60% | Training loss: 0.874938819805781
Epoch: 6 | Iteration number: [40/50] 80% | Training loss: 0.8673674613237381

 End of epoch: 6 | Train Loss: 0.8457439196109772 | Training Time: 12 

 End of epoch: 6 | Eval Loss: 0.8486412763595581 | Evaluating Time: 5 
Epoch: 7 | Iteration number: [10/50] 20% | Training loss: 0.9263052940368652
Epoch: 7 | Iteration number: [20/50] 40% | Training loss: 0.8834891527891159
Epoch: 7 | Iteration number: [30/50] 60% | Training loss: 0.8688192566235861
Epoch: 7 | Iteration number: [40/50] 80% | Training loss: 0.8610372766852379

 End of epoch: 7 | Train Loss: 0.8397369122505188 | Training Time: 12 

 End of epoch: 7 | Eval Loss: 0.8473295654569354 | Evaluating Time: 5 
Epoch: 8 | Iteration number: [10/50] 20% | Training loss: 0.9202993214130402
Epoch: 8 | Iteration number: [20/50] 40% | Training loss: 0.8778064012527466
Epoch: 8 | Iteration number: [30/50] 60% | Training loss: 0.8633219381173451
Epoch: 8 | Iteration number: [40/50] 80% | Training loss: 0.8555860713124275

 End of epoch: 8 | Train Loss: 0.8342672538757324 | Training Time: 11 

 End of epoch: 8 | Eval Loss: 0.8405824559075492 | Evaluating Time: 6 
Epoch: 9 | Iteration number: [10/50] 20% | Training loss: 0.9135705709457398
Epoch: 9 | Iteration number: [20/50] 40% | Training loss: 0.8711408019065857
Epoch: 9 | Iteration number: [30/50] 60% | Training loss: 0.8567377785841624
Epoch: 9 | Iteration number: [40/50] 80% | Training loss: 0.8490828856825828

 End of epoch: 9 | Train Loss: 0.8278361284732818 | Training Time: 12 

 End of epoch: 9 | Eval Loss: 0.832684304033007 | Evaluating Time: 5 
Epoch: 10 | Iteration number: [10/50] 20% | Training loss: 0.9065369844436646
Epoch: 10 | Iteration number: [20/50] 40% | Training loss: 0.8648302555084229
Epoch: 10 | Iteration number: [30/50] 60% | Training loss: 0.8507819970448812
Epoch: 10 | Iteration number: [40/50] 80% | Training loss: 0.843142931163311

 End of epoch: 10 | Train Loss: 0.8222853863239288 | Training Time: 11 

 End of epoch: 10 | Eval Loss: 0.8418879423822675 | Evaluating Time: 5 
Epoch: 11 | Iteration number: [10/50] 20% | Training loss: 0.9027612626552581
Epoch: 11 | Iteration number: [20/50] 40% | Training loss: 0.8603350788354873
Epoch: 11 | Iteration number: [30/50] 60% | Training loss: 0.8459428449471792
Epoch: 11 | Iteration number: [40/50] 80% | Training loss: 0.8383091107010842

 End of epoch: 11 | Train Loss: 0.8173333442211151 | Training Time: 12 

 End of epoch: 11 | Eval Loss: 0.8174457550048828 | Evaluating Time: 5 
