Epoch: 1 | Iteration number: [10/565] 1% | Training loss: 0.7658655047416687
Epoch: 1 | Iteration number: [20/565] 3% | Training loss: 0.7310217529535293
Epoch: 1 | Iteration number: [30/565] 5% | Training loss: 0.7191408773263296
Epoch: 1 | Iteration number: [40/565] 7% | Training loss: 0.7131874680519104
Epoch: 1 | Iteration number: [50/565] 8% | Training loss: 0.7095822501182556
Epoch: 1 | Iteration number: [60/565] 10% | Training loss: 0.7071786562601725
Epoch: 1 | Iteration number: [70/565] 12% | Training loss: 0.7053811473505838
Epoch: 1 | Iteration number: [80/565] 14% | Training loss: 0.7040339209139347
Epoch: 1 | Iteration number: [90/565] 15% | Training loss: 0.7030124763647715
Epoch: 1 | Iteration number: [100/565] 17% | Training loss: 0.7021626526117325
Epoch: 1 | Iteration number: [110/565] 19% | Training loss: 0.7014655487103896
Epoch: 1 | Iteration number: [120/565] 21% | Training loss: 0.700848576426506
Epoch: 1 | Iteration number: [130/565] 23% | Training loss: 0.7003256779450636
Epoch: 1 | Iteration number: [140/565] 24% | Training loss: 0.6998879428420748
Epoch: 1 | Iteration number: [150/565] 26% | Training loss: 0.699495708545049
Epoch: 1 | Iteration number: [160/565] 28% | Training loss: 0.6991314604878426
Epoch: 1 | Iteration number: [170/565] 30% | Training loss: 0.6988258698407341
Epoch: 1 | Iteration number: [180/565] 31% | Training loss: 0.6985527551836438
Epoch: 1 | Iteration number: [190/565] 33% | Training loss: 0.698289113923123
Epoch: 1 | Iteration number: [200/565] 35% | Training loss: 0.6980492076277733
Epoch: 1 | Iteration number: [210/565] 37% | Training loss: 0.697846953357969
Epoch: 1 | Iteration number: [220/565] 38% | Training loss: 0.6976559086279436
Epoch: 1 | Iteration number: [230/565] 40% | Training loss: 0.6974732953569164
Epoch: 1 | Iteration number: [240/565] 42% | Training loss: 0.6972979945441087
Epoch: 1 | Iteration number: [250/565] 44% | Training loss: 0.6971522312164307
Epoch: 1 | Iteration number: [260/565] 46% | Training loss: 0.6969930087144558
Epoch: 1 | Iteration number: [270/565] 47% | Training loss: 0.6968532551217962
Epoch: 1 | Iteration number: [280/565] 49% | Training loss: 0.6967100379722458
Epoch: 1 | Iteration number: [290/565] 51% | Training loss: 0.6965765229586898
Epoch: 1 | Iteration number: [300/565] 53% | Training loss: 0.6964484878381093
Epoch: 1 | Iteration number: [310/565] 54% | Training loss: 0.6963232997925051
Epoch: 1 | Iteration number: [320/565] 56% | Training loss: 0.6962127992883325
Epoch: 1 | Iteration number: [330/565] 58% | Training loss: 0.6961108774849862
Epoch: 1 | Iteration number: [340/565] 60% | Training loss: 0.6960083610871259
Epoch: 1 | Iteration number: [350/565] 61% | Training loss: 0.6959167371477399
Epoch: 1 | Iteration number: [360/565] 63% | Training loss: 0.6958289566967223
Epoch: 1 | Iteration number: [370/565] 65% | Training loss: 0.6957365522513519
Epoch: 1 | Iteration number: [380/565] 67% | Training loss: 0.6956539883425361
Epoch: 1 | Iteration number: [390/565] 69% | Training loss: 0.6955752731897892
Epoch: 1 | Iteration number: [400/565] 70% | Training loss: 0.6954963751137256
Epoch: 1 | Iteration number: [410/565] 72% | Training loss: 0.6954091477684858
Epoch: 1 | Iteration number: [420/565] 74% | Training loss: 0.6953333789394015
Epoch: 1 | Iteration number: [430/565] 76% | Training loss: 0.6952532191609228
Epoch: 1 | Iteration number: [440/565] 77% | Training loss: 0.695187039131468
