Epoch: 1 | Iteration number: [10/50] 20% | Training loss: 1.0928543031215667
Epoch: 1 | Iteration number: [20/50] 40% | Training loss: 1.0297789126634598
Epoch: 1 | Iteration number: [30/50] 60% | Training loss: 1.0015284061431884
Epoch: 1 | Iteration number: [40/50] 80% | Training loss: 0.9836697190999985

 End of epoch: 1 | Train Loss: 0.9523505115509033 | Training Time: 13 

 End of epoch: 1 | Eval Loss: 0.9059487240655082 | Evaluating Time: 6 
Epoch: 2 | Iteration number: [10/50] 20% | Training loss: 1.0008022248744965
Epoch: 2 | Iteration number: [20/50] 40% | Training loss: 0.9529242426156997
Epoch: 2 | Iteration number: [30/50] 60% | Training loss: 0.9359427690505981
Epoch: 2 | Iteration number: [40/50] 80% | Training loss: 0.9265668973326683

 End of epoch: 2 | Train Loss: 0.9030259716510772 | Training Time: 12 

 End of epoch: 2 | Eval Loss: 0.8979999508176532 | Evaluating Time: 6 
Epoch: 3 | Iteration number: [10/50] 20% | Training loss: 0.9844016611576081
Epoch: 3 | Iteration number: [20/50] 40% | Training loss: 0.9382926195859909
Epoch: 3 | Iteration number: [30/50] 60% | Training loss: 0.9222318589687347
Epoch: 3 | Iteration number: [40/50] 80% | Training loss: 0.9136880204081536

 End of epoch: 3 | Train Loss: 0.890452481508255 | Training Time: 13 

 End of epoch: 3 | Eval Loss: 0.885360198361533 | Evaluating Time: 6 
Epoch: 4 | Iteration number: [10/50] 20% | Training loss: 0.974038714170456
Epoch: 4 | Iteration number: [20/50] 40% | Training loss: 0.9281870514154434
Epoch: 4 | Iteration number: [30/50] 60% | Training loss: 0.9125355382760366
Epoch: 4 | Iteration number: [40/50] 80% | Training loss: 0.9041759744286537

 End of epoch: 4 | Train Loss: 0.8815898275375367 | Training Time: 12 

 End of epoch: 4 | Eval Loss: 0.8841094034058707 | Evaluating Time: 6 
Epoch: 5 | Iteration number: [10/50] 20% | Training loss: 0.9659303605556488
Epoch: 5 | Iteration number: [20/50] 40% | Training loss: 0.9207071959972382
Epoch: 5 | Iteration number: [30/50] 60% | Training loss: 0.9051554997762045
Epoch: 5 | Iteration number: [40/50] 80% | Training loss: 0.8970437332987785

 End of epoch: 5 | Train Loss: 0.8744773149490357 | Training Time: 11 

 End of epoch: 5 | Eval Loss: 0.8727678912026542 | Evaluating Time: 6 
Epoch: 6 | Iteration number: [10/50] 20% | Training loss: 0.9565725922584534
Epoch: 6 | Iteration number: [20/50] 40% | Training loss: 0.9121665775775909
Epoch: 6 | Iteration number: [30/50] 60% | Training loss: 0.8968957642714183
Epoch: 6 | Iteration number: [40/50] 80% | Training loss: 0.8891211077570915

 End of epoch: 6 | Train Loss: 0.8669107913970947 | Training Time: 12 

 End of epoch: 6 | Eval Loss: 0.8690447722162519 | Evaluating Time: 5 
Epoch: 7 | Iteration number: [10/50] 20% | Training loss: 0.9506720840930939
Epoch: 7 | Iteration number: [20/50] 40% | Training loss: 0.906655541062355
Epoch: 7 | Iteration number: [30/50] 60% | Training loss: 0.8912121335665385
Epoch: 7 | Iteration number: [40/50] 80% | Training loss: 0.8832161247730255

 End of epoch: 7 | Train Loss: 0.861025002002716 | Training Time: 12 

 End of epoch: 7 | Eval Loss: 0.8569257685116359 | Evaluating Time: 6 
Epoch: 8 | Iteration number: [10/50] 20% | Training loss: 0.9425545871257782
Epoch: 8 | Iteration number: [20/50] 40% | Training loss: 0.8988153010606765
Epoch: 8 | Iteration number: [30/50] 60% | Training loss: 0.8840146044890086
Epoch: 8 | Iteration number: [40/50] 80% | Training loss: 0.8760800197720527

 End of epoch: 8 | Train Loss: 0.8539545238018036 | Training Time: 13 

 End of epoch: 8 | Eval Loss: 0.8509259734834943 | Evaluating Time: 6 
Epoch: 9 | Iteration number: [10/50] 20% | Training loss: 0.9354172468185424
Epoch: 9 | Iteration number: [20/50] 40% | Training loss: 0.8918948829174042
Epoch: 9 | Iteration number: [30/50] 60% | Training loss: 0.8769722998142242
Epoch: 9 | Iteration number: [40/50] 80% | Training loss: 0.869189590215683

 End of epoch: 9 | Train Loss: 0.8474957776069642 | Training Time: 12 

 End of epoch: 9 | Eval Loss: 0.843670197895595 | Evaluating Time: 6 
Epoch: 10 | Iteration number: [10/50] 20% | Training loss: 0.9276744842529296
Epoch: 10 | Iteration number: [20/50] 40% | Training loss: 0.8851737976074219
Epoch: 10 | Iteration number: [30/50] 60% | Training loss: 0.8706361015637716
Epoch: 10 | Iteration number: [40/50] 80% | Training loss: 0.8629336446523667

 End of epoch: 10 | Train Loss: 0.8414262497425079 | Training Time: 12 

 End of epoch: 10 | Eval Loss: 0.8388193590300423 | Evaluating Time: 6 
Epoch: 11 | Iteration number: [10/50] 20% | Training loss: 0.921446806192398
Epoch: 11 | Iteration number: [20/50] 40% | Training loss: 0.8790583133697509
Epoch: 11 | Iteration number: [30/50] 60% | Training loss: 0.8644221961498261
Epoch: 11 | Iteration number: [40/50] 80% | Training loss: 0.8569526493549346

 End of epoch: 11 | Train Loss: 0.8352816438674927 | Training Time: 12 

 End of epoch: 11 | Eval Loss: 0.8328331283160618 | Evaluating Time: 6 
Epoch: 12 | Iteration number: [10/50] 20% | Training loss: 0.9144959211349487
Epoch: 12 | Iteration number: [20/50] 40% | Training loss: 0.8723519921302796
Epoch: 12 | Iteration number: [30/50] 60% | Training loss: 0.8581197619438171
Epoch: 12 | Iteration number: [40/50] 80% | Training loss: 0.8505508050322532

 End of epoch: 12 | Train Loss: 0.8296151280403137 | Training Time: 12 

 End of epoch: 12 | Eval Loss: 0.8266850709915161 | Evaluating Time: 6 
Epoch: 13 | Iteration number: [10/50] 20% | Training loss: 0.9087697327136993
Epoch: 13 | Iteration number: [20/50] 40% | Training loss: 0.8668709903955459
Epoch: 13 | Iteration number: [30/50] 60% | Training loss: 0.8524567902088165
Epoch: 13 | Iteration number: [40/50] 80% | Training loss: 0.8450473845005035

 End of epoch: 13 | Train Loss: 0.8241528594493865 | Training Time: 12 

 End of epoch: 13 | Eval Loss: 0.8210728764533997 | Evaluating Time: 6 
Epoch: 14 | Iteration number: [10/50] 20% | Training loss: 0.9023033559322358
Epoch: 14 | Iteration number: [20/50] 40% | Training loss: 0.8608854591846467
Epoch: 14 | Iteration number: [30/50] 60% | Training loss: 0.8466817080974579
Epoch: 14 | Iteration number: [40/50] 80% | Training loss: 0.8392210513353348

 End of epoch: 14 | Train Loss: 0.8183201384544373 | Training Time: 12 

 End of epoch: 14 | Eval Loss: 0.8179821286882673 | Evaluating Time: 6 
Epoch: 15 | Iteration number: [10/50] 20% | Training loss: 0.8969138860702515
Epoch: 15 | Iteration number: [20/50] 40% | Training loss: 0.855595949292183
Epoch: 15 | Iteration number: [30/50] 60% | Training loss: 0.8414824326833089
Epoch: 15 | Iteration number: [40/50] 80% | Training loss: 0.8341950565576554

 End of epoch: 15 | Train Loss: 0.8132789361476899 | Training Time: 12 

 End of epoch: 15 | Eval Loss: 0.8080900652068002 | Evaluating Time: 6 
Epoch: 16 | Iteration number: [10/50] 20% | Training loss: 0.8912034332752228
Epoch: 16 | Iteration number: [20/50] 40% | Training loss: 0.8499174624681473
Epoch: 16 | Iteration number: [30/50] 60% | Training loss: 0.8359019299348195
Epoch: 16 | Iteration number: [40/50] 80% | Training loss: 0.8284311458468437

 End of epoch: 16 | Train Loss: 0.8077776420116425 | Training Time: 12 

 End of epoch: 16 | Eval Loss: 0.8066333787781852 | Evaluating Time: 5 
Epoch: 17 | Iteration number: [10/50] 20% | Training loss: 0.885121512413025
Epoch: 17 | Iteration number: [20/50] 40% | Training loss: 0.8445165663957596
Epoch: 17 | Iteration number: [30/50] 60% | Training loss: 0.8304855207602183
Epoch: 17 | Iteration number: [40/50] 80% | Training loss: 0.8232508301734924

 End of epoch: 17 | Train Loss: 0.8028188347816467 | Training Time: 12 

 End of epoch: 17 | Eval Loss: 0.800252377986908 | Evaluating Time: 6 
Epoch: 18 | Iteration number: [10/50] 20% | Training loss: 0.88019557595253
Epoch: 18 | Iteration number: [20/50] 40% | Training loss: 0.8396814972162246
Epoch: 18 | Iteration number: [30/50] 60% | Training loss: 0.8254453579584757
Epoch: 18 | Iteration number: [40/50] 80% | Training loss: 0.818342287838459

 End of epoch: 18 | Train Loss: 0.7980880022048951 | Training Time: 11 

 End of epoch: 18 | Eval Loss: 0.7982010500771659 | Evaluating Time: 6 
Epoch: 19 | Iteration number: [10/50] 20% | Training loss: 0.874836266040802
Epoch: 19 | Iteration number: [20/50] 40% | Training loss: 0.8346611857414246
Epoch: 19 | Iteration number: [30/50] 60% | Training loss: 0.8209062377611797
Epoch: 19 | Iteration number: [40/50] 80% | Training loss: 0.8136393815279007

 End of epoch: 19 | Train Loss: 0.7935750448703766 | Training Time: 12 

 End of epoch: 19 | Eval Loss: 0.7907591376985822 | Evaluating Time: 6 
Epoch: 20 | Iteration number: [10/50] 20% | Training loss: 0.8699672222137451
Epoch: 20 | Iteration number: [20/50] 40% | Training loss: 0.8300517082214356
Epoch: 20 | Iteration number: [30/50] 60% | Training loss: 0.8165522833665212
Epoch: 20 | Iteration number: [40/50] 80% | Training loss: 0.8094443365931511

 End of epoch: 20 | Train Loss: 0.789225013256073 | Training Time: 12 

 End of epoch: 20 | Eval Loss: 0.7872205546924046 | Evaluating Time: 6 
Epoch: 21 | Iteration number: [10/50] 20% | Training loss: 0.8651520252227783
Epoch: 21 | Iteration number: [20/50] 40% | Training loss: 0.8256405860185623
Epoch: 21 | Iteration number: [30/50] 60% | Training loss: 0.8120415031909942
Epoch: 21 | Iteration number: [40/50] 80% | Training loss: 0.8049632087349892

 End of epoch: 21 | Train Loss: 0.7847132134437561 | Training Time: 12 

 End of epoch: 21 | Eval Loss: 0.7822419319834027 | Evaluating Time: 5 
Epoch: 22 | Iteration number: [10/50] 20% | Training loss: 0.8603981256484985
Epoch: 22 | Iteration number: [20/50] 40% | Training loss: 0.820937666296959
Epoch: 22 | Iteration number: [30/50] 60% | Training loss: 0.8074752926826477
Epoch: 22 | Iteration number: [40/50] 80% | Training loss: 0.8003831550478935

 End of epoch: 22 | Train Loss: 0.7805381679534912 | Training Time: 12 

 End of epoch: 22 | Eval Loss: 0.7784496886389596 | Evaluating Time: 6 
Epoch: 23 | Iteration number: [10/50] 20% | Training loss: 0.856339555978775
Epoch: 23 | Iteration number: [20/50] 40% | Training loss: 0.8168191879987716
Epoch: 23 | Iteration number: [30/50] 60% | Training loss: 0.8031610210736593
Epoch: 23 | Iteration number: [40/50] 80% | Training loss: 0.796344818174839

 End of epoch: 23 | Train Loss: 0.7766534614562989 | Training Time: 12 

 End of epoch: 23 | Eval Loss: 0.7758621062551226 | Evaluating Time: 5 
Epoch: 24 | Iteration number: [10/50] 20% | Training loss: 0.8519374072551728
Epoch: 24 | Iteration number: [20/50] 40% | Training loss: 0.8128732681274414
Epoch: 24 | Iteration number: [30/50] 60% | Training loss: 0.7994026521841685
Epoch: 24 | Iteration number: [40/50] 80% | Training loss: 0.792685417830944

 End of epoch: 24 | Train Loss: 0.7729723763465881 | Training Time: 12 

 End of epoch: 24 | Eval Loss: 0.7704503876822335 | Evaluating Time: 6 
Epoch: 25 | Iteration number: [10/50] 20% | Training loss: 0.847504997253418
Epoch: 25 | Iteration number: [20/50] 40% | Training loss: 0.8087717443704605
Epoch: 25 | Iteration number: [30/50] 60% | Training loss: 0.7955991129080454
Epoch: 25 | Iteration number: [40/50] 80% | Training loss: 0.7888874590396882

 End of epoch: 25 | Train Loss: 0.7694425320625305 | Training Time: 12 

 End of epoch: 25 | Eval Loss: 0.7672844358852932 | Evaluating Time: 6 
Epoch: 26 | Iteration number: [10/50] 20% | Training loss: 0.8440178632736206
Epoch: 26 | Iteration number: [20/50] 40% | Training loss: 0.805070236325264
Epoch: 26 | Iteration number: [30/50] 60% | Training loss: 0.7920561254024505
Epoch: 26 | Iteration number: [40/50] 80% | Training loss: 0.7860095903277398

 End of epoch: 26 | Train Loss: 0.7666837668418884 | Training Time: 13 

 End of epoch: 26 | Eval Loss: 0.7660919257572719 | Evaluating Time: 6 
Epoch: 27 | Iteration number: [10/50] 20% | Training loss: 0.8417588829994201
Epoch: 27 | Iteration number: [20/50] 40% | Training loss: 0.8028692990541458
Epoch: 27 | Iteration number: [30/50] 60% | Training loss: 0.7895616372426351
Epoch: 27 | Iteration number: [40/50] 80% | Training loss: 0.7826945036649704

 End of epoch: 27 | Train Loss: 0.7634005773067475 | Training Time: 12 

 End of epoch: 27 | Eval Loss: 0.7603340404374259 | Evaluating Time: 6 
Epoch: 28 | Iteration number: [10/50] 20% | Training loss: 0.8375569581985474
Epoch: 28 | Iteration number: [20/50] 40% | Training loss: 0.7991452425718307
Epoch: 28 | Iteration number: [30/50] 60% | Training loss: 0.7857192953427633
Epoch: 28 | Iteration number: [40/50] 80% | Training loss: 0.7790581732988358

 End of epoch: 28 | Train Loss: 0.7596788120269775 | Training Time: 12 

 End of epoch: 28 | Eval Loss: 0.7593295063291278 | Evaluating Time: 6 
Epoch: 29 | Iteration number: [10/50] 20% | Training loss: 0.8343351662158967
Epoch: 29 | Iteration number: [20/50] 40% | Training loss: 0.7956908941268921
Epoch: 29 | Iteration number: [30/50] 60% | Training loss: 0.7827785730361938
Epoch: 29 | Iteration number: [40/50] 80% | Training loss: 0.7760368928313255

 End of epoch: 29 | Train Loss: 0.7568751561641693 | Training Time: 12 

 End of epoch: 29 | Eval Loss: 0.7546485832759312 | Evaluating Time: 6 
Epoch: 30 | Iteration number: [10/50] 20% | Training loss: 0.8312011122703552
Epoch: 30 | Iteration number: [20/50] 40% | Training loss: 0.7927532166242599
Epoch: 30 | Iteration number: [30/50] 60% | Training loss: 0.7796596070130666
Epoch: 30 | Iteration number: [40/50] 80% | Training loss: 0.7729346871376037

 End of epoch: 30 | Train Loss: 0.7538202905654907 | Training Time: 12 

 End of epoch: 30 | Eval Loss: 0.7518957001822335 | Evaluating Time: 6 
Epoch: 31 | Iteration number: [10/50] 20% | Training loss: 0.8272077977657318
Epoch: 31 | Iteration number: [20/50] 40% | Training loss: 0.7892621517181396
Epoch: 31 | Iteration number: [30/50] 60% | Training loss: 0.7764676094055176
Epoch: 31 | Iteration number: [40/50] 80% | Training loss: 0.7699253901839256

 End of epoch: 31 | Train Loss: 0.7508759224414825 | Training Time: 12 

 End of epoch: 31 | Eval Loss: 0.7487502098083496 | Evaluating Time: 6 
Epoch: 32 | Iteration number: [10/50] 20% | Training loss: 0.8242144644260406
Epoch: 32 | Iteration number: [20/50] 40% | Training loss: 0.7866996586322784
Epoch: 32 | Iteration number: [30/50] 60% | Training loss: 0.7736880322297414
Epoch: 32 | Iteration number: [40/50] 80% | Training loss: 0.7671345606446266

 End of epoch: 32 | Train Loss: 0.7482635450363159 | Training Time: 12 

 End of epoch: 32 | Eval Loss: 0.7477746435574123 | Evaluating Time: 6 
Epoch: 33 | Iteration number: [10/50] 20% | Training loss: 0.8210172295570374
Epoch: 33 | Iteration number: [20/50] 40% | Training loss: 0.7833710759878159
Epoch: 33 | Iteration number: [30/50] 60% | Training loss: 0.7708750645319621
Epoch: 33 | Iteration number: [40/50] 80% | Training loss: 0.7643256798386574

 End of epoch: 33 | Train Loss: 0.7457072651386261 | Training Time: 13 

 End of epoch: 33 | Eval Loss: 0.7446942670004708 | Evaluating Time: 6 
Epoch: 34 | Iteration number: [10/50] 20% | Training loss: 0.8194457769393921
Epoch: 34 | Iteration number: [20/50] 40% | Training loss: 0.7821563810110093
Epoch: 34 | Iteration number: [30/50] 60% | Training loss: 0.76925763686498
Epoch: 34 | Iteration number: [40/50] 80% | Training loss: 0.7626297235488891

 End of epoch: 34 | Train Loss: 0.7438368821144103 | Training Time: 12 

 End of epoch: 34 | Eval Loss: 0.7433918714523315 | Evaluating Time: 6 
Epoch: 35 | Iteration number: [10/50] 20% | Training loss: 0.8159250915050507
Epoch: 35 | Iteration number: [20/50] 40% | Training loss: 0.7784609407186508
Epoch: 35 | Iteration number: [30/50] 60% | Training loss: 0.7660601298014323
Epoch: 35 | Iteration number: [40/50] 80% | Training loss: 0.7598118200898171

 End of epoch: 35 | Train Loss: 0.7412443041801453 | Training Time: 13 

 End of epoch: 35 | Eval Loss: 0.7414160030228751 | Evaluating Time: 6 
Epoch: 36 | Iteration number: [10/50] 20% | Training loss: 0.8137264788150788
Epoch: 36 | Iteration number: [20/50] 40% | Training loss: 0.776642769575119
Epoch: 36 | Iteration number: [30/50] 60% | Training loss: 0.7639802455902099
Epoch: 36 | Iteration number: [40/50] 80% | Training loss: 0.7576286196708679

 End of epoch: 36 | Train Loss: 0.739007649421692 | Training Time: 13 

