Epoch: 1 | Iteration number: [10/50] 20% | Training loss: 1.0903197705745697
Epoch: 1 | Iteration number: [20/50] 40% | Training loss: 1.0289633929729463
Epoch: 1 | Iteration number: [30/50] 60% | Training loss: 1.0003954152266183
Epoch: 1 | Iteration number: [40/50] 80% | Training loss: 0.981341877579689

 End of epoch: 1 | Train Loss: 0.9488619923591614 | Training Time: 12 

 End of epoch: 1 | Eval Loss: 0.9059493626867022 | Evaluating Time: 6 
Epoch: 2 | Iteration number: [10/50] 20% | Training loss: 0.9874903917312622
Epoch: 2 | Iteration number: [20/50] 40% | Training loss: 0.9393491953611374
Epoch: 2 | Iteration number: [30/50] 60% | Training loss: 0.9221559862295786
Epoch: 2 | Iteration number: [40/50] 80% | Training loss: 0.9127562522888184

 End of epoch: 2 | Train Loss: 0.8891362905502319 | Training Time: 12 

 End of epoch: 2 | Eval Loss: 0.8906508769307818 | Evaluating Time: 5 
Epoch: 3 | Iteration number: [10/50] 20% | Training loss: 0.9703508973121643
Epoch: 3 | Iteration number: [20/50] 40% | Training loss: 0.9246311724185944
Epoch: 3 | Iteration number: [30/50] 60% | Training loss: 0.9084927837053934
Epoch: 3 | Iteration number: [40/50] 80% | Training loss: 0.9001998022198677

 End of epoch: 3 | Train Loss: 0.8775324058532715 | Training Time: 12 

 End of epoch: 3 | Eval Loss: 0.8733353359358651 | Evaluating Time: 6 
Epoch: 4 | Iteration number: [10/50] 20% | Training loss: 0.9584246277809143
Epoch: 4 | Iteration number: [20/50] 40% | Training loss: 0.9130026876926423
Epoch: 4 | Iteration number: [30/50] 60% | Training loss: 0.8975182771682739
Epoch: 4 | Iteration number: [40/50] 80% | Training loss: 0.88901889026165

 End of epoch: 4 | Train Loss: 0.8667770493030548 | Training Time: 12 

 End of epoch: 4 | Eval Loss: 0.8662546787943158 | Evaluating Time: 6 
Epoch: 5 | Iteration number: [10/50] 20% | Training loss: 0.9463439583778381
Epoch: 5 | Iteration number: [20/50] 40% | Training loss: 0.9027253180742264
Epoch: 5 | Iteration number: [30/50] 60% | Training loss: 0.8875316898028056
Epoch: 5 | Iteration number: [40/50] 80% | Training loss: 0.8795812085270882

 End of epoch: 5 | Train Loss: 0.8576714861392974 | Training Time: 13 

 End of epoch: 5 | Eval Loss: 0.857053313936506 | Evaluating Time: 6 
Epoch: 6 | Iteration number: [10/50] 20% | Training loss: 0.9390782535076141
Epoch: 6 | Iteration number: [20/50] 40% | Training loss: 0.8958732306957244
Epoch: 6 | Iteration number: [30/50] 60% | Training loss: 0.880648402372996
Epoch: 6 | Iteration number: [40/50] 80% | Training loss: 0.8723821356892586

 End of epoch: 6 | Train Loss: 0.8504445481300354 | Training Time: 12 

 End of epoch: 6 | Eval Loss: 0.8501394646508353 | Evaluating Time: 6 
Epoch: 7 | Iteration number: [10/50] 20% | Training loss: 0.9298060655593872
Epoch: 7 | Iteration number: [20/50] 40% | Training loss: 0.8870186775922775
Epoch: 7 | Iteration number: [30/50] 60% | Training loss: 0.8720572888851166
Epoch: 7 | Iteration number: [40/50] 80% | Training loss: 0.8644607931375503

 End of epoch: 7 | Train Loss: 0.8426853835582733 | Training Time: 13 

 End of epoch: 7 | Eval Loss: 0.8437438862664359 | Evaluating Time: 6 
Epoch: 8 | Iteration number: [10/50] 20% | Training loss: 0.9217283487319946
Epoch: 8 | Iteration number: [20/50] 40% | Training loss: 0.879083690047264
Epoch: 8 | Iteration number: [30/50] 60% | Training loss: 0.86464391152064
Epoch: 8 | Iteration number: [40/50] 80% | Training loss: 0.8570368826389313

 End of epoch: 8 | Train Loss: 0.8355118453502655 | Training Time: 12 

 End of epoch: 8 | Eval Loss: 0.8383840067046029 | Evaluating Time: 6 
Epoch: 9 | Iteration number: [10/50] 20% | Training loss: 0.915160745382309
Epoch: 9 | Iteration number: [20/50] 40% | Training loss: 0.872755515575409
Epoch: 9 | Iteration number: [30/50] 60% | Training loss: 0.8580529232819875
Epoch: 9 | Iteration number: [40/50] 80% | Training loss: 0.850376358628273

 End of epoch: 9 | Train Loss: 0.828985071182251 | Training Time: 12 

 End of epoch: 9 | Eval Loss: 0.838324785232544 | Evaluating Time: 6 
Epoch: 10 | Iteration number: [10/50] 20% | Training loss: 0.9080528199672699
Epoch: 10 | Iteration number: [20/50] 40% | Training loss: 0.8658294916152954
Epoch: 10 | Iteration number: [30/50] 60% | Training loss: 0.8514146447181702
Epoch: 10 | Iteration number: [40/50] 80% | Training loss: 0.8440001010894775

 End of epoch: 10 | Train Loss: 0.8229537796974182 | Training Time: 12 

 End of epoch: 10 | Eval Loss: 0.828634866646358 | Evaluating Time: 5 
Epoch: 11 | Iteration number: [10/50] 20% | Training loss: 0.9007841289043427
Epoch: 11 | Iteration number: [20/50] 40% | Training loss: 0.8596012711524963
Epoch: 11 | Iteration number: [30/50] 60% | Training loss: 0.8452613294124603
Epoch: 11 | Iteration number: [40/50] 80% | Training loss: 0.8377740904688835

 End of epoch: 11 | Train Loss: 0.8167545330524445 | Training Time: 12 

 End of epoch: 11 | Eval Loss: 0.8140490055084229 | Evaluating Time: 6 
Epoch: 12 | Iteration number: [10/50] 20% | Training loss: 0.8938820481300354
Epoch: 12 | Iteration number: [20/50] 40% | Training loss: 0.8527505457401275
Epoch: 12 | Iteration number: [30/50] 60% | Training loss: 0.8386503080526988
Epoch: 12 | Iteration number: [40/50] 80% | Training loss: 0.8313182473182679

 End of epoch: 12 | Train Loss: 0.8105888783931732 | Training Time: 12 

 End of epoch: 12 | Eval Loss: 0.8149769987378802 | Evaluating Time: 6 
Epoch: 13 | Iteration number: [10/50] 20% | Training loss: 0.8877140045166015
Epoch: 13 | Iteration number: [20/50] 40% | Training loss: 0.8467962831258774
Epoch: 13 | Iteration number: [30/50] 60% | Training loss: 0.8326071461041769
Epoch: 13 | Iteration number: [40/50] 80% | Training loss: 0.8253462687134743

 End of epoch: 13 | Train Loss: 0.8048200380802154 | Training Time: 12 

 End of epoch: 13 | Eval Loss: 0.8063550761767796 | Evaluating Time: 6 
Epoch: 14 | Iteration number: [10/50] 20% | Training loss: 0.8810684084892273
Epoch: 14 | Iteration number: [20/50] 40% | Training loss: 0.8408580631017685
Epoch: 14 | Iteration number: [30/50] 60% | Training loss: 0.8268982450167338
Epoch: 14 | Iteration number: [40/50] 80% | Training loss: 0.8196588099002838

 End of epoch: 14 | Train Loss: 0.7996009695529938 | Training Time: 12 

 End of epoch: 14 | Eval Loss: 0.798946133681706 | Evaluating Time: 6 
Epoch: 15 | Iteration number: [10/50] 20% | Training loss: 0.8758664608001709
Epoch: 15 | Iteration number: [20/50] 40% | Training loss: 0.8359127700328827
Epoch: 15 | Iteration number: [30/50] 60% | Training loss: 0.8219143966833751
Epoch: 15 | Iteration number: [40/50] 80% | Training loss: 0.814630314707756

 End of epoch: 15 | Train Loss: 0.7944152045249939 | Training Time: 12 

 End of epoch: 15 | Eval Loss: 0.7938213263239179 | Evaluating Time: 6 
Epoch: 16 | Iteration number: [10/50] 20% | Training loss: 0.8713100492954254
Epoch: 16 | Iteration number: [20/50] 40% | Training loss: 0.8308971762657166
Epoch: 16 | Iteration number: [30/50] 60% | Training loss: 0.8168259402116139
Epoch: 16 | Iteration number: [40/50] 80% | Training loss: 0.8097433134913444

 End of epoch: 16 | Train Loss: 0.7896947467327118 | Training Time: 12 

 End of epoch: 16 | Eval Loss: 0.7913534726415362 | Evaluating Time: 6 
Epoch: 17 | Iteration number: [10/50] 20% | Training loss: 0.8651484310626983
Epoch: 17 | Iteration number: [20/50] 40% | Training loss: 0.8256702452898026
Epoch: 17 | Iteration number: [30/50] 60% | Training loss: 0.8120461086432139
Epoch: 17 | Iteration number: [40/50] 80% | Training loss: 0.8048746883869171

 End of epoch: 17 | Train Loss: 0.7848550748825073 | Training Time: 13 

 End of epoch: 17 | Eval Loss: 0.7808972682271685 | Evaluating Time: 6 
Epoch: 18 | Iteration number: [10/50] 20% | Training loss: 0.8597943127155304
Epoch: 18 | Iteration number: [20/50] 40% | Training loss: 0.8202543735504151
Epoch: 18 | Iteration number: [30/50] 60% | Training loss: 0.806779686609904
Epoch: 18 | Iteration number: [40/50] 80% | Training loss: 0.7998114824295044

 End of epoch: 18 | Train Loss: 0.7799867129325867 | Training Time: 12 

 End of epoch: 18 | Eval Loss: 0.7827518922942025 | Evaluating Time: 6 
Epoch: 19 | Iteration number: [10/50] 20% | Training loss: 0.8547665476799011
Epoch: 19 | Iteration number: [20/50] 40% | Training loss: 0.8157927095890045
Epoch: 19 | Iteration number: [30/50] 60% | Training loss: 0.8025847355524699
Epoch: 19 | Iteration number: [40/50] 80% | Training loss: 0.7957800596952438

 End of epoch: 19 | Train Loss: 0.775900399684906 | Training Time: 12 

 End of epoch: 19 | Eval Loss: 0.776928790978023 | Evaluating Time: 6 
Epoch: 20 | Iteration number: [10/50] 20% | Training loss: 0.8507967948913574
Epoch: 20 | Iteration number: [20/50] 40% | Training loss: 0.8113689750432969
Epoch: 20 | Iteration number: [30/50] 60% | Training loss: 0.7981205761432648
Epoch: 20 | Iteration number: [40/50] 80% | Training loss: 0.7913155063986779

 End of epoch: 20 | Train Loss: 0.7717050433158874 | Training Time: 12 

 End of epoch: 20 | Eval Loss: 0.7725115162985665 | Evaluating Time: 6 
Epoch: 21 | Iteration number: [10/50] 20% | Training loss: 0.845964390039444
Epoch: 21 | Iteration number: [20/50] 40% | Training loss: 0.8071770548820496
Epoch: 21 | Iteration number: [30/50] 60% | Training loss: 0.7940208514531454
Epoch: 21 | Iteration number: [40/50] 80% | Training loss: 0.7872338816523552

 End of epoch: 21 | Train Loss: 0.7679389321804047 | Training Time: 12 

 End of epoch: 21 | Eval Loss: 0.766623318195343 | Evaluating Time: 6 
Epoch: 22 | Iteration number: [10/50] 20% | Training loss: 0.84251788854599
Epoch: 22 | Iteration number: [20/50] 40% | Training loss: 0.8034621268510819
Epoch: 22 | Iteration number: [30/50] 60% | Training loss: 0.7901111463705699
Epoch: 22 | Iteration number: [40/50] 80% | Training loss: 0.7834058865904808

 End of epoch: 22 | Train Loss: 0.7641034853458405 | Training Time: 12 

 End of epoch: 22 | Eval Loss: 0.7623957651002067 | Evaluating Time: 6 
Epoch: 23 | Iteration number: [10/50] 20% | Training loss: 0.8380991280078888
Epoch: 23 | Iteration number: [20/50] 40% | Training loss: 0.7996443033218383
Epoch: 23 | Iteration number: [30/50] 60% | Training loss: 0.7864887952804566
Epoch: 23 | Iteration number: [40/50] 80% | Training loss: 0.779788139462471

 End of epoch: 23 | Train Loss: 0.760465360879898 | Training Time: 12 

 End of epoch: 23 | Eval Loss: 0.760779184954507 | Evaluating Time: 6 
Epoch: 24 | Iteration number: [10/50] 20% | Training loss: 0.8340746402740479
Epoch: 24 | Iteration number: [20/50] 40% | Training loss: 0.7961741328239441
Epoch: 24 | Iteration number: [30/50] 60% | Training loss: 0.7833227634429931
Epoch: 24 | Iteration number: [40/50] 80% | Training loss: 0.7765092089772224

 End of epoch: 24 | Train Loss: 0.7572250103950501 | Training Time: 12 

 End of epoch: 24 | Eval Loss: 0.7586606655802045 | Evaluating Time: 6 
Epoch: 25 | Iteration number: [10/50] 20% | Training loss: 0.8319653153419495
Epoch: 25 | Iteration number: [20/50] 40% | Training loss: 0.7934145659208298
Epoch: 25 | Iteration number: [30/50] 60% | Training loss: 0.7804006139437357
Epoch: 25 | Iteration number: [40/50] 80% | Training loss: 0.7736316576600075

 End of epoch: 25 | Train Loss: 0.7543477487564086 | Training Time: 12 

 End of epoch: 25 | Eval Loss: 0.7540839569909232 | Evaluating Time: 6 
Epoch: 26 | Iteration number: [10/50] 20% | Training loss: 0.8279784381389618
Epoch: 26 | Iteration number: [20/50] 40% | Training loss: 0.789878499507904
Epoch: 26 | Iteration number: [30/50] 60% | Training loss: 0.7769367535909016
Epoch: 26 | Iteration number: [40/50] 80% | Training loss: 0.770250828564167

 End of epoch: 26 | Train Loss: 0.7512580251693726 | Training Time: 12 

 End of epoch: 26 | Eval Loss: 0.7505019903182983 | Evaluating Time: 6 
Epoch: 27 | Iteration number: [10/50] 20% | Training loss: 0.824362063407898
Epoch: 27 | Iteration number: [20/50] 40% | Training loss: 0.7865270406007767
Epoch: 27 | Iteration number: [30/50] 60% | Training loss: 0.7737566113471985
Epoch: 27 | Iteration number: [40/50] 80% | Training loss: 0.7672253236174583

 End of epoch: 27 | Train Loss: 0.7481510472297669 | Training Time: 12 

 End of epoch: 27 | Eval Loss: 0.7465824144227164 | Evaluating Time: 6 
Epoch: 28 | Iteration number: [10/50] 20% | Training loss: 0.820604020357132
Epoch: 28 | Iteration number: [20/50] 40% | Training loss: 0.7833567529916763
Epoch: 28 | Iteration number: [30/50] 60% | Training loss: 0.7706323087215423
Epoch: 28 | Iteration number: [40/50] 80% | Training loss: 0.7642816603183746

 End of epoch: 28 | Train Loss: 0.7456790089607239 | Training Time: 13 

 End of epoch: 28 | Eval Loss: 0.7455030424254281 | Evaluating Time: 6 
Epoch: 29 | Iteration number: [10/50] 20% | Training loss: 0.8190891087055207
Epoch: 29 | Iteration number: [20/50] 40% | Training loss: 0.7813431352376938
Epoch: 29 | Iteration number: [30/50] 60% | Training loss: 0.7683269500732421
Epoch: 29 | Iteration number: [40/50] 80% | Training loss: 0.7617658033967019

 End of epoch: 29 | Train Loss: 0.743074506521225 | Training Time: 12 

 End of epoch: 29 | Eval Loss: 0.7421377301216125 | Evaluating Time: 6 
Epoch: 30 | Iteration number: [10/50] 20% | Training loss: 0.8161476135253907
Epoch: 30 | Iteration number: [20/50] 40% | Training loss: 0.7788079738616943
Epoch: 30 | Iteration number: [30/50] 60% | Training loss: 0.7658437967300415
Epoch: 30 | Iteration number: [40/50] 80% | Training loss: 0.7593882411718369

 End of epoch: 30 | Train Loss: 0.7406601905822754 | Training Time: 12 

 End of epoch: 30 | Eval Loss: 0.7400239961487907 | Evaluating Time: 6 
Epoch: 31 | Iteration number: [10/50] 20% | Training loss: 0.8133281588554382
Epoch: 31 | Iteration number: [20/50] 40% | Training loss: 0.7760432481765747
Epoch: 31 | Iteration number: [30/50] 60% | Training loss: 0.7633762220541637
Epoch: 31 | Iteration number: [40/50] 80% | Training loss: 0.7568425521254539

 End of epoch: 31 | Train Loss: 0.7382521510124207 | Training Time: 12 

 End of epoch: 31 | Eval Loss: 0.7385440213339669 | Evaluating Time: 6 
Epoch: 32 | Iteration number: [10/50] 20% | Training loss: 0.8104663908481597
Epoch: 32 | Iteration number: [20/50] 40% | Training loss: 0.7734300822019577
Epoch: 32 | Iteration number: [30/50] 60% | Training loss: 0.7609634677569072
Epoch: 32 | Iteration number: [40/50] 80% | Training loss: 0.7544925302267075

 End of epoch: 32 | Train Loss: 0.7359943020343781 | Training Time: 13 

 End of epoch: 32 | Eval Loss: 0.7354486414364406 | Evaluating Time: 6 
Epoch: 33 | Iteration number: [10/50] 20% | Training loss: 0.8082810044288635
Epoch: 33 | Iteration number: [20/50] 40% | Training loss: 0.7711413979530335
Epoch: 33 | Iteration number: [30/50] 60% | Training loss: 0.7586300790309906
Epoch: 33 | Iteration number: [40/50] 80% | Training loss: 0.7523798316717147

 End of epoch: 33 | Train Loss: 0.7339413809776306 | Training Time: 12 

 End of epoch: 33 | Eval Loss: 0.7334865246500287 | Evaluating Time: 5 
Epoch: 34 | Iteration number: [10/50] 20% | Training loss: 0.8058944821357727
Epoch: 34 | Iteration number: [20/50] 40% | Training loss: 0.7692827910184861
Epoch: 34 | Iteration number: [30/50] 60% | Training loss: 0.756873776515325
Epoch: 34 | Iteration number: [40/50] 80% | Training loss: 0.7503841519355774

 End of epoch: 34 | Train Loss: 0.7318860411643981 | Training Time: 12 

 End of epoch: 34 | Eval Loss: 0.7329295447894505 | Evaluating Time: 6 
Epoch: 35 | Iteration number: [10/50] 20% | Training loss: 0.8036537945270539
Epoch: 35 | Iteration number: [20/50] 40% | Training loss: 0.7670898377895355
Epoch: 35 | Iteration number: [30/50] 60% | Training loss: 0.7547040601571401
Epoch: 35 | Iteration number: [40/50] 80% | Training loss: 0.7483015403151512

 End of epoch: 35 | Train Loss: 0.7299314057826995 | Training Time: 12 

 End of epoch: 35 | Eval Loss: 0.7298252582550049 | Evaluating Time: 5 
Epoch: 36 | Iteration number: [10/50] 20% | Training loss: 0.802514523267746
Epoch: 36 | Iteration number: [20/50] 40% | Training loss: 0.7652900785207748
Epoch: 36 | Iteration number: [30/50] 60% | Training loss: 0.752897588411967
Epoch: 36 | Iteration number: [40/50] 80% | Training loss: 0.7466355934739113

